year,location,division,annual_precip_mm,max_24h_precip_mm,max_1h_intensity_mm_per_hr,precip_rank_all_year,precip_rank_in_type_year,rain_extreme,danger_score
1990,Jashore,Khulna,2005.949576307152,79.88163996962305,71.83557869084393,89,46,FALSE,33.1
1990,Jhenaidah,Khulna,2219.78299587306,73.42440962871477,76.97768540767082,70,35,FALSE,35.1
1990,Khulna,Khulna,1813.314494456152,95.84823714788855,72.92907624944304,109,55,FALSE,37.9
1990,Kushtia,Khulna,2091.2184061576963,118.35564248400225,84.54110082612269,83,43,FALSE,31.5
1990,Magura,Khulna,2152.478233621752,98.01695973847984,76.79616420704741,80,42,FALSE,44.8
1990,Meherpur,Khulna,2181.2057860646305,87.41012038925746,78.12250300327752,76,39,FALSE,29
1990,Narail,Khulna,2153.587419181289,81.8709489236379,84.50518946426126,79,41,FALSE,42.7
1990,Satkhira,Khulna,1795.2003366254698,101.76703710632545,82.03166764688699,112,57,FALSE,32.3
1990,Jamalpur,Mymensingh,2285.1786198336026,120.78435165839096,85.12673457027603,62,30,FALSE,42.7
1990,Mymensingh,Mymensingh,2264.560618885078,114.9683884206098,80.65086410915153,64,32,FALSE,30.6
1990,Netrokona,Mymensingh,2328.591502341113,130.03816611891637,93.85864350709292,54,28,FALSE,31.9
1990,Sherpur,Mymensingh,2401.6305720463297,98.4175826972474,76.78202151235183,48,24,FALSE,52.8
1990,Bogura,Rajshahi,1975.0201429736128,120.20724502437592,76.00021910756527,92,49,FALSE,15.7
1990,Chapai Nawabganj,Rajshahi,1432.072538211046,69.76680082998968,65.69995533817034,122,62,FALSE,31
1990,Joypurhat,Rajshahi,1668.3167898876295,114.219572645539,85.60015848628615,119,60,FALSE,23.4
1990,Naogaon,Rajshahi,1801.2480672352913,64.10674952066896,79.75289783880604,110,56,FALSE,41.1
1990,Natore,Rajshahi,1881.5538447086485,110.4758928294434,66.49280518019793,102,53,FALSE,14.1
1990,Pabna,Rajshahi,1904.879208104616,102.8487752454238,88.95310399160412,100,51,FALSE,25.8
1990,Rajshahi,Rajshahi,1321.1929077578834,84.45667453042174,78.03376044824242,123,63,FALSE,6.5
1990,Sirajganj,Rajshahi,1786.6606630890576,93.7110425791351,72.38028861904901,113,58,FALSE,9.3
1990,Dinajpur,Rangpur,1259.166238123286,67.93955887190839,76.20563088520133,124,64,FALSE,0.8
1990,Gaibandha,Rangpur,2205.128495096972,85.70684313334431,72.05778857789606,72,36,FALSE,28.2
1990,Kurigram,Rangpur,1647.4826866875412,63.78079839153303,81.83466398750807,120,61,FALSE,7.3
1990,Lalmonirhat,Rangpur,1901.486800706516,94.87534698771124,69.19497312833326,101,52,FALSE,16.9
1990,Nilphamari,Rangpur,1821.758550465284,116.01130126086234,87.80150177504952,108,54,FALSE,9.7
1990,Panchagarh,Rangpur,1786.346909034032,80.31185847237086,75.56285386695367,114,59,FALSE,16.5
1990,Rangpur,Rangpur,2180.5925689313867,70.26564948181678,80.28847389933367,77,40,FALSE,21.4
1990,Thakurgaon,Rangpur,1985.5344106130328,90.38395577308434,79.94885821601538,91,48,FALSE,15.3
1990,Habiganj,Sylhet,3385.28002829595,132.35739395261297,89.08676239567443,7,4,FALSE,48.8
1990,Moulvibazar,Sylhet,3562.4650837982986,188.072073416657,89.2945356218766,5,3,FALSE,52.4
1990,Sunamganj,Sylhet,3629.413653246989,188.4354452883973,106.69005586873888,4,2,FALSE,58.5
1990,Sylhet,Sylhet,3949.426160177992,206.32729366978472,92.9214409639586,1,1,FALSE,50.8
1991,Barguna,Barishal,3090.897734026214,189.5025249293136,80.02544186687696,13,6,FALSE,92.7
1991,Barishal,Barishal,2513.560929101926,165.93773890182504,88.79727726146318,49,26,FALSE,73
1991,Bhola,Barishal,2733.563463076828,161.23812450888792,89.3525150950779,37,17,FALSE,79.8
1991,Jhalokati,Barishal,3038.814286082474,168.5240783565262,82.3130255571501,16,7,FALSE,87.5
1991,Patuakhali,Barishal,2856.474283384351,112.15083655110912,103.60740182915949,26,11,FALSE,89.9
1991,Pirojpur,Barishal,2493.8514839313384,146.94830702514682,89.1558549816209,52,28,FALSE,54.4
1991,Bandarban,Chattogram,2697.787879976749,97.46628937904336,88.35802515142498,39,18,FALSE,66.9
1991,Brahmanbaria,Chattogram,3458.830684465212,178.09013377543508,97.72775536270346,2,2,FALSE,84.7
1991,Chandpur,Chattogram,3375.95692329361,258.03531675756034,95.23318579273752,3,3,TRUE,97.2
1991,Chattogram,Chattogram,2667.1529969452413,128.6231672107124,99.73578102049072,41,20,FALSE,79
1991,Cox's Bazar,Chattogram,3731.5820480301854,119.1316703128082,90.00059828551798,1,1,TRUE,84.3
1991,Cumilla,Chattogram,2682.513069177817,158.54664634735434,88.20058899928114,40,19,FALSE,80.2
1991,Feni,Chattogram,2800.8218576519744,144.92199113083151,79.31444471152508,30,14,FALSE,69.4
1991,Khagrachari,Chattogram,2849.6884490818315,174.89155078990592,104.96814868958808,28,13,FALSE,71.8
1991,Lakshmipur,Chattogram,2849.7280447914645,186.387367041522,92.24891471001315,27,12,FALSE,88.7
1991,Noakhali,Chattogram,3037.6283293607426,142.6965682676844,93.02691039762064,17,8,FALSE,93.1
1991,Rangamati,Chattogram,2752.684486570341,78.84469052224047,96.7954286153825,34,16,FALSE,80.6
1991,Dhaka,Dhaka,2382.1099740548407,83.38428158668941,81.90727194547446,58,32,FALSE,62.9
1991,Faridpur,Dhaka,2340.192433806543,171.17213565015672,86.92868176094257,64,34,FALSE,54.4
1991,Gazipur,Dhaka,2363.55260427902,127.47209008980542,77.97365629474768,61,33,FALSE,44
1991,Gopalganj,Dhaka,2459.2693049078584,135.3069109382103,76.49145218701895,53,29,FALSE,37.1
1991,Madaripur,Dhaka,2270.4904465734103,110.85615166419323,82.38360239046976,68,36,FALSE,62.5
1991,Manikganj,Dhaka,2133.7531560303955,171.51792991900268,87.79997027233279,88,44,TRUE,28.6
1991,Munshiganj,Dhaka,2656.255751662892,145.47364566666286,88.52680711459843,42,21,TRUE,70.6
1991,Narayanganj,Dhaka,2547.981402862467,158.41294654481385,79.96130535732779,46,23,TRUE,65.3
1991,Narsingdi,Dhaka,2180.8784208622656,130.80823081342925,83.04873956181878,80,39,FALSE,40.3
1991,Rajbari,Dhaka,2434.336992328391,136.36423446943897,86.16214382698668,56,30,FALSE,69.8
1991,Shariatpur,Dhaka,2283.7293651741456,118.37851642595216,97.09056937890507,67,35,FALSE,48
1991,Tangail,Dhaka,2546.992317144701,123.28001182045,82.33212912871406,47,24,FALSE,71.8
1991,Bagerhat,Khulna,1902.47251175066,91.50610462354722,81.29318655474374,100,48,FALSE,48.8
1991,Chuadanga,Khulna,2085.231646902817,102.91091881557048,85.0971386930568,91,46,FALSE,54.8
1991,Jashore,Khulna,2105.670727837851,127.18629689610806,79.61622103822381,89,45,FALSE,30.6
1991,Jhenaidah,Khulna,1683.2028209766888,87.70825036150298,89.5935577831451,113,54,FALSE,52
1991,Khulna,Khulna,2024.477869024912,88.27104447580084,84.65453759655242,97,47,FALSE,37.5
1991,Kushtia,Khulna,2498.2462522473884,155.0967327834304,89.0353573662419,51,27,TRUE,66.5
1991,Magura,Khulna,2540.9417894819694,88.56100741553885,74.782524171948,48,25,FALSE,64.9
1991,Meherpur,Khulna,2177.4425871415574,157.16507251898796,84.86160460206219,82,41,TRUE,66.1
1991,Narail,Khulna,2383.6719728951125,130.32520000383366,78.1303620716601,57,31,FALSE,69
1991,Satkhira,Khulna,2177.786804102015,124.41917210220566,81.53034796514768,81,40,FALSE,56.9
1991,Mymensingh,Mymensingh,2245.2911622398447,72.74010075604832,71.14576583926306,71,37,FALSE,39.5
1991,Bogura,Rajshahi,1668.0363029156651,90.88998863675718,90.7117334180348,117,57,FALSE,41.1
1991,Chapai Nawabganj,Rajshahi,1499.2447062318545,105.20358679572254,81.36208028212377,123,60,FALSE,47.2
1991,Joypurhat,Rajshahi,1896.3905959148035,78.62649100496036,82.31030907402753,101,49,FALSE,47.2
1991,Naogaon,Rajshahi,1584.6774391798515,78.09154106540817,73.2517609208904,120,58,FALSE,41.9
1991,Natore,Rajshahi,1751.1704811691716,129.64338491955775,75.08652304960478,111,53,TRUE,29.8
1991,Pabna,Rajshahi,1858.170982347476,74.41265162696654,72.93538879159638,104,50,FALSE,37.1
1991,Rajshahi,Rajshahi,1682.9482756304103,94.30008319650074,72.77647518711603,114,55,FALSE,52.8
1991,Sirajganj,Rajshahi,1762.684553677415,52.58539101690737,81.80532789760387,110,52,FALSE,41.5
1991,Dinajpur,Rangpur,1550.1188438720264,71.48761381709863,76.9031489582955,121,59,FALSE,4
1991,Gaibandha,Rangpur,1681.4147947565764,51.7102723305607,72.71709877663443,115,56,FALSE,37.1
1991,Kurigram,Rangpur,2599.0775965791827,120.94393182602325,79.50307712022705,45,22,TRUE,35.5
1991,Lalmonirhat,Rangpur,2162.831366484581,148.5428735339172,84.72554693256134,84,43,FALSE,26.2
1991,Nilphamari,Rangpur,1830.0721987476209,110.10503033144909,83.70895970353702,106,51,FALSE,19
1991,Panchagarh,Rangpur,2173.934500082656,125.50285959361666,76.10776020443906,83,42,FALSE,29.4
1991,Rangpur,Rangpur,2198.651760469916,82.60997859596519,81.07811268987501,77,38,FALSE,36.3
1991,Thakurgaon,Rangpur,2769.5582412023696,184.9753966512384,84.61271280463397,32,15,TRUE,43.1
1991,Habiganj,Sylhet,3349.806166025985,165.9821239165842,102.46716181890362,4,4,FALSE,60.9
1991,Moulvibazar,Sylhet,2967.6361153934054,127.68650572770332,104.29163162323376,20,9,FALSE,46
1991,Sunamganj,Sylhet,3349.160310964929,213.2732975732998,105.30325907637864,5,5,FALSE,58.9
1991,Sylhet,Sylhet,2961.039186569745,127.28543604689963,92.34108273265323,23,10,FALSE,56.5
1991,Barguna,Barishal,2965.0839257982507,107.74526898516854,78.76651971556427,21,12,FALSE,80.2
1991,Barishal,Barishal,2599.956005709092,153.01407516572846,90.52908492734204,44,23,FALSE,55.6
1991,Bhola,Barishal,2035.2551624938,97.7851603215236,90.27390482778964,96,50,FALSE,33.1
1991,Jhalokati,Barishal,2718.237501750391,188.272899585112,85.7426630055464,38,21,FALSE,79.8
1991,Patuakhali,Barishal,3105.710653777845,81.83996742966849,97.5674398685316,11,6,FALSE,60.1
1991,Pirojpur,Barishal,2961.4686798864427,157.7624874476092,78.52819592345246,22,13,FALSE,88.3
1991,Bandarban,Chattogram,3148.6007563349035,140.09535553095532,92.16814992921688,9,4,FALSE,66.9
1991,Brahmanbaria,Chattogram,2969.4538409314964,95.7278770730504,89.78640150421943,19,11,FALSE,63.3
1991,Chandpur,Chattogram,3103.700649030899,119.56412733696436,90.7812566978034,12,7,FALSE,50.4
1991,Chattogram,Chattogram,3010.497438531708,127.6903893040573,88.8875957147654,18,10,FALSE,62.9
1991,Cox's Bazar,Chattogram,3294.9788806327206,180.65340797455187,92.79056694271104,7,2,FALSE,82.3
1991,Cumilla,Chattogram,3148.22841347172,114.37079979929052,95.35904528,10,5,FALSE,61.3
1991,Feni,Chattogram,2940.5317592983206,156.14220651840105,89.93046906660062,25,15,FALSE,83.1
1991,Khagrachari,Chattogram,2839.4314583003097,103.00135439406064,92.207847021706,29,16,FALSE,67.7
1991,Lakshmipur,Chattogram,3090.8027275716804,124.0069202130702,85.18889420324781,14,8,FALSE,87.9
1991,Noakhali,Chattogram,2773.115693558243,192.8219203565218,87.11472194462877,31,17,FALSE,69.4
1991,Rangamati,Chattogram,2740.4821236387697,106.49386236621676,91.82196688713232,35,19,FALSE,68.1
1991,Dhaka,Dhaka,2139.121222571933,101.9475877926126,89.71527689304435,87,44,FALSE,44.8
1991,Faridpur,Dhaka,2624.693298398285,101.14661421285528,82.05581279143419,43,22,FALSE,46
1991,Gazipur,Dhaka,2267.57062650459,131.10691711694645,72.8182957347315,69,33,FALSE,30.2
1991,Gopalganj,Dhaka,2244.03491424938,80.47749881411627,79.5726436319078,72,35,FALSE,31.5
1991,Kishoreganj,Dhaka,2754.5897774106293,83.95747789880454,79.3292894297865,33,18,TRUE,62.5
1991,Madaripur,Dhaka,2458.9734983095123,104.33928425104456,71.70913599954893,54,25,FALSE,64.9
1991,Manikganj,Dhaka,2367.7988468921385,150.7963845820598,74.45045923651936,59,27,FALSE,54.8
1991,Munshiganj,Dhaka,2512.316719762626,115.36369016247716,68.01125278893286,50,24,FALSE,39.1
1991,Narayanganj,Dhaka,1795.277514883785,100.64343613865567,72.5574238850223,108,57,FALSE,47.6
1991,Narsingdi,Dhaka,2243.2786741353943,123.21098789277472,81.97501186344691,73,36,FALSE,66.5
1991,Rajbari,Dhaka,2043.425964305937,111.75035307791588,74.24968736487024,95,49,FALSE,35.5
1991,Shariatpur,Dhaka,1893.450754298452,117.16066205439527,77.45229621620963,102,53,FALSE,31.9
1991,Tangail,Dhaka,2199.064439836452,84.48003602816735,89.2603898106029,76,39,FALSE,50.4
1991,Bagerhat,Khulna,2185.50129928946,136.8455846194234,74.23086549133497,79,41,FALSE,34.3
1991,Chuadanga,Khulna,2200.503020430599,114.87909843201324,70.6082896734463,75,38,FALSE,41.1
1991,Jashore,Khulna,2254.6850679948698,133.66327039678973,75.25480958710818,70,34,FALSE,35.5
1991,Jhenaidah,Khulna,2298.7347455743943,139.5580368945511,65.78708189390213,65,31,FALSE,48
1991,Khulna,Khulna,2091.8585757773017,71.23288951530594,80.75819778611087,90,45,FALSE,32.7
1991,Kushtia,Khulna,1627.842614585761,81.04629915885472,79.99522517981184,118,61,FALSE,30.6
1991,Magura,Khulna,2349.7040442347616,71.54734218880742,76.02036336581122,62,29,FALSE,52.4
1991,Meherpur,Khulna,1675.4285571025443,89.91600190510188,75.9307515520153,116,60,FALSE,29.4
1991,Narail,Khulna,2147.615074122597,107.1835521006714,75.12745531666667,86,43,FALSE,43.1
1991,Satkhira,Khulna,1861.33778476805,97.71182398259612,71.13566289159365,103,54,FALSE,30.6
1991,Jamalpur,Mymensingh,2450.014585820931,124.69546904787792,81.06196947815604,55,26,FALSE,37.5
1991,Mymensingh,Mymensingh,2345.538141431017,127.64279356968932,75.70360553534292,63,30,FALSE,51.6
1991,Netrokona,Mymensingh,2736.6487752415287,139.68829424819725,76.85329571006123,36,20,TRUE,41.1
1991,Sherpur,Mymensingh,1978.8601689258217,131.44920922399083,76.84227559211278,99,52,FALSE,29.4
1991,Bogura,Rajshahi,1740.1896156765197,107.8424744761926,69.37645195941022,112,59,FALSE,22.6
1991,Chapai Nawabganj,Rajshahi,2022.5123965977696,82.96290785265322,69.6257287855976,98,51,FALSE,25.4
1991,Joypurhat,Rajshahi,1847.466865623138,111.41444173571468,80.79079101336394,105,55,FALSE,19.8
1991,Naogaon,Rajshahi,1421.584840689021,84.98884987234516,69.35882822107024,124,64,FALSE,30.6
1991,Natore,Rajshahi,2197.476521172869,96.43055161451842,81.03768707566293,78,40,TRUE,38.3
1991,Pabna,Rajshahi,1780.092788316173,91.07984510086882,80.65109561348622,109,58,FALSE,13.3
1991,Rajshahi,Rajshahi,1524.6692177538173,101.72998436645844,69.79772057901224,122,63,FALSE,12.1
1991,Sirajganj,Rajshahi,2200.7193353648827,112.31455094168348,82.80891270657044,74,37,TRUE,37.1
1991,Dinajpur,Rangpur,2071.2375592012804,113.41583190352692,79.7658353881444,93,47,FALSE,13.3
1991,Gaibandha,Rangpur,1824.795514742992,85.77093553727755,85.6832548570118,107,56,FALSE,11.3
1991,Kurigram,Rangpur,2083.4913855053974,68.31606738818866,74.07757854692267,92,46,FALSE,14.5
1991,Lalmonirhat,Rangpur,1587.3473924243217,87.93530754082862,74.26878488479257,119,62,FALSE,4.4
1991,Nilphamari,Rangpur,2287.433796642393,90.20501877810062,82.67932924709149,66,32,FALSE,31
1991,Panchagarh,Rangpur,2054.7798004121146,85.4629790594256,77.55178482584297,94,48,FALSE,15.3
1991,Rangpur,Rangpur,2162.7156734988075,124.9386071578778,85.87549036671494,85,42,FALSE,24.6
1991,Thakurgaon,Rangpur,2366.382142086298,152.991586802671,70.87873906087296,60,28,TRUE,30.6
1991,Habiganj,Sylhet,3338.690661115879,146.0238034207298,98.24938351385312,6,1,FALSE,48.8
1991,Moulvibazar,Sylhet,2952.909467795891,128.95709183290887,96.42096984375424,24,14,FALSE,46.8
1991,Sunamganj,Sylhet,3071.138864086048,154.3957750280154,95.00077578473338,15,9,FALSE,46
1991,Sylhet,Sylhet,3208.072467889341,149.6120864131585,101.04682877768882,8,3,FALSE,53.6
1992,Barguna,Barishal,2647.199849471165,170.064080287934,96.52297780208728,34,18,FALSE,86.7
1992,Barishal,Barishal,2408.652148048429,132.37117289915747,91.0373961508131,48,27,FALSE,77
1992,Bhola,Barishal,2726.9291138597137,136.1292908863457,78.85849341997066,33,17,FALSE,73.4
1992,Jhalokati,Barishal,2526.2726489679867,132.83731258351267,98.46913586515504,41,23,FALSE,75.4
1992,Patuakhali,Barishal,3010.057160237069,110.4849937008594,91.15638625797536,23,13,FALSE,90.7
1992,Pirojpur,Barishal,3055.510911255753,66.19339696128824,76.92436756607553,22,12,FALSE,88.7
1992,Bandarban,Chattogram,3132.664326858492,144.76725062920795,96.31982584160424,17,9,FALSE,92.3
1992,Brahmanbaria,Chattogram,3163.583735173077,222.8733210885453,101.57572349588172,14,7,TRUE,84.3
1992,Chandpur,Chattogram,2801.6167012117,146.27759768320044,93.95641189739642,31,15,FALSE,84.3
1992,Chattogram,Chattogram,3514.884608549441,199.03351758860617,107.11750917668608,3,2,FALSE,94
1992,Cox's Bazar,Chattogram,3842.7957077470055,276.2026620123746,104.81533293367428,1,1,TRUE,87.1
1992,Cumilla,Chattogram,2539.8649717155645,181.37959240682488,90.07204550437363,40,22,FALSE,72.6
1992,Feni,Chattogram,2789.31571592969,182.0936012542056,89.81501132746196,32,16,FALSE,78.2
1992,Khagrachari,Chattogram,3155.3215826424644,200.4123623535689,95.17765299577334,16,8,FALSE,60.1
1992,Lakshmipur,Chattogram,2827.230426694023,178.11523714326276,108.4970200349394,30,14,TRUE,69.8
